"coords.x1","coords.x2","Permanent_Identifier","X","FID","Shape","DomainNum","SiteID","Shape_Le_2","slope","row_count","Q_multiplier"
-84.284466,35.96075,1006,58,58,"Point","D07","WALK",237.258196,0.021277314877302,58,0.0674624034111915
-84.281983,35.960757,1007,59,59,"Point","D07","WALK",393.215447,0.0101875951409072,59,0.243571219539493
-84.281867,35.960709,1007,60,60,"Point","D07","WALK",393.215447,0.00747451364984707,60,0.247197493353448
-84.28172,35.960623,1007,61,61,"Point","D07","WALK",393.215447,0.00829871529248747,61,0.252243054806433
-84.281567,35.960492,1007,62,62,"Point","D07","WALK",393.215447,0.0152471210974728,62,0.258433538413453
-84.281415,35.96039,1007,63,63,"Point","D07","WALK",393.215447,0.0135975688354059,63,0.263924488184304
-84.281319,35.960252,1007,64,64,"Point","D07","WALK",393.215447,0.0106105240774887,64,0.269357447831698
-84.281169,35.960141,1007,65,65,"Point","D07","WALK",393.215447,0.0132105424875248,65,0.275008376231287
-84.281007,35.960041,1007,66,66,"Point","D07","WALK",393.215447,0.0184356912493775,66,0.280675253213771
-84.280896,35.959906,1007,67,67,"Point","D07","WALK",393.215447,0.0187931957695994,67,0.286239911090496
-84.280752,35.959783,1007,68,68,"Point","D07","WALK",393.215447,0.0113993195496329,68,0.292058968305774
-84.280644,35.959643,1007,69,69,"Point","D07","WALK",393.215447,0.00657761605221631,69,0.297722024524703
-84.280568,35.959494,1007,70,70,"Point","D07","WALK",393.215447,0.00770539850408377,70,0.303249626174516
-84.280455,35.959379,1007,71,71,"Point","D07","WALK",393.215447,0.00580494689441996,71,0.308293601514148
-84.280306,35.959319,1007,72,72,"Point","D07","WALK",393.215447,0.0129730737726477,72,0.312926099961113
-84.280186,35.959194,1007,73,73,"Point","D07","WALK",393.215447,0.0126558058530222,73,0.318359891193697
-84.280039,35.959067,1007,74,74,"Point","D07","WALK",393.215447,0.0117116938307603,74,0.3243359819293
-84.279845,35.959012,1007,75,75,"Point","D07","WALK",393.215447,0.00404432325151755,75,0.330060118317025
-84.279732,35.958868,1007,76,76,"Point","D07","WALK",393.215447,0.00544417608140415,76,0.335913503314247
-84.279568,35.958762,1007,77,77,"Point","D07","WALK",393.215447,0.0171787741134511,77,0.341750599710062
-84.279419,35.958646,1007,78,78,"Point","D07","WALK",393.215447,0.0186837030883099,78,0.347498156116656
-84.279288,35.958524,1007,79,79,"Point","D07","WALK",393.215447,0.0237048006634895,79,0.35304786254689
-84.283197,35.96092,1008,80,80,"Point","D07","WALK",128.639552,0.0175344767869547,80,0.122336497382252
-84.283116,35.960891,1008,81,81,"Point","D07","WALK",128.639552,0.0255484231731529,81,0.123953057891224
-84.282921,35.960904,1008,82,82,"Point","D07","WALK",128.639552,0.0185100820873176,82,0.127526664452668
-84.282714,35.960891,1008,83,83,"Point","D07","WALK",128.639552,0.0162116948656206,83,0.131318758686819
-84.28253,35.960889,1008,84,84,"Point","D07","WALK",128.639552,0.0157313776448241,84,0.134679797537923
-84.282349,35.960855,1008,85,85,"Point","D07","WALK",128.639552,0.0202392630614227,85,0.1380728404892
-84.282166,35.960815,1008,86,86,"Point","D07","WALK",128.639552,0.0198335538710881,86,0.141534013320481
-84.281983,35.960757,1008,87,87,"Point","D07","WALK",128.639552,0.0152534279205337,87,0.145121502597566
-84.284466,35.96075,1009,88,88,"Point","D07","WALK",142.953265,0.0206954458672862,88,0.0754518792102079
-84.284269,35.960719,1009,89,89,"Point","D07","WALK",142.953265,0.0242331768889208,89,0.0798948365885573
-84.284082,35.960735,1009,90,90,"Point","D07","WALK",142.953265,0.0259980437061303,90,0.0840582822641705
-84.283911,35.960764,1009,91,91,"Point","D07","WALK",142.953265,0.0255123148826938,91,0.0879260869908668
-84.283731,35.960772,1009,92,92,"Point","D07","WALK",142.953265,0.0245263214581394,92,0.0919176194646747
-84.283554,35.960847,1009,93,93,"Point","D07","WALK",142.953265,0.0188725571664216,93,0.0963371409665858
-84.283402,35.960951,1009,94,94,"Point","D07","WALK",142.953265,0.0164467237123423,94,0.10073601993442
-84.283225,35.960911,1009,95,95,"Point","D07","WALK",142.953265,0.0193211124575154,95,0.104803762773181
-84.283197,35.96092,1009,96,96,"Point","D07","WALK",142.953265,0.0435289433278359,96,0.105470437838686
-84.284719,35.960986,1010,97,97,"Point","D07","WALK",38.162951,0.0625639264696224,97,0.00399473789950819
-84.284619,35.960844,1010,98,98,"Point","D07","WALK",38.162951,0.0594136026580804,98,0.00604033124440245
-84.284466,35.96075,1010,99,99,"Point","D07","WALK",38.162951,0.0349411925172977,99,0.00798947579901638
-84.281745,35.961887,1011,100,100,"Point","D07","WALK",150.953931,0.0158236928519066,100,0.086479722657214
-84.281757,35.961743,1011,101,101,"Point","D07","WALK",150.953931,0.0186515102317226,101,0.0878955909619826
-84.281796,35.961584,1011,102,102,"Point","D07","WALK",150.953931,0.0188757577200725,102,0.0894860798608639
-84.281911,35.961444,1011,103,103,"Point","D07","WALK",150.953931,0.0140398327380797,103,0.0911375607639651
-84.282039,35.961319,1011,104,104,"Point","D07","WALK",150.953931,0.0112027451143553,104,0.0927331141315534
-84.282102,35.961159,1011,105,105,"Point","D07","WALK",150.953931,0.0126019035015897,105,0.0943811623280264
-84.282074,35.960997,1011,106,106,"Point","D07","WALK",150.953931,0.017461726349351,106,0.0959859837714676
-84.282013,35.960838,1011,107,107,"Point","D07","WALK",150.953931,0.0151951940625481,107,0.0976198721579926
-84.281983,35.960757,1011,108,108,"Point","D07","WALK",150.953931,0.0500785680707726,108,0.098449716941927
-84.283389,35.962091,1012,109,109,"Point","D07","WALK",150.968296,0.102192081201014,109,0.00843302977178299
-84.283393,35.962,1012,110,110,"Point","D07","WALK",150.968296,0.151425567018658,110,0.00906670640064571
-84.283331,35.961848,1012,111,111,"Point","D07","WALK",150.968296,0.166234107952696,111,0.0101811228948263
-84.283309,35.961693,1012,112,112,"Point","D07","WALK",150.968296,0.153219200312166,112,0.0112669310790703
-84.283386,35.961539,1012,113,113,"Point","D07","WALK",150.968296,0.122479184433205,113,0.0124237803960993
-84.283342,35.961392,1012,114,114,"Point","D07","WALK",150.968296,0.0915401789938459,114,0.0134766114084144
-84.283308,35.961242,1012,115,115,"Point","D07","WALK",150.968296,0.0707964700944482,115,0.014538042597446
-84.283247,35.961082,1012,116,116,"Point","D07","WALK",150.968296,0.0577291264980182,116,0.0157037466301339
-84.283197,35.96092,1012,117,117,"Point","D07","WALK",150.968296,0.0381882846193871,117,0.016866059543566
-84.277502,35.962124,1013,118,118,"Point","D07","WALK",241.894169,0.0134236796302528,118,0.405437687317842
-84.277487,35.962112,1013,119,119,"Point","D07","WALK",241.894169,0.0099882283251611,119,0.406090689247187
-84.277474,35.961958,1013,120,120,"Point","D07","WALK",241.894169,0.0097285626540492,120,0.411982332138058
-84.277446,35.961796,1013,121,121,"Point","D07","WALK",241.894169,0.00940157768563932,121,0.41822623404971
-84.277396,35.961633,1013,122,122,"Point","D07","WALK",241.894169,0.00558514200908894,122,0.424638097674738
-84.277468,35.961489,1013,123,123,"Point","D07","WALK",241.894169,0.00876656164278891,123,0.430570967251123
-84.277361,35.961383,1013,124,124,"Point","D07","WALK",241.894169,0.0103632028162125,124,0.435804693024008
-84.277266,35.961245,1013,125,125,"Point","D07","WALK",241.894169,0.0141451431937614,125,0.44184062064655
-84.277326,35.961092,1013,126,126,"Point","D07","WALK",241.894169,0.0125018566542647,126,0.447969875936086
-84.27734,35.960947,1013,127,127,"Point","D07","WALK",241.894169,0.0137700704673895,127,0.453521207403659
-84.277436,35.960805,1013,128,128,"Point","D07","WALK",241.894169,0.00859316352021787,128,0.459705704254032
-84.277386,35.960655,1013,129,129,"Point","D07","WALK",241.894169,0.0116714000505867,129,0.465637352511651
-84.277384,35.960481,1013,130,130,"Point","D07","WALK",241.894169,0.0117908740918959,130,0.472278811151972
-84.277397,35.960337,1013,131,131,"Point","D07","WALK",241.894169,0.0377174386973491,131,0.477789734317133
-84.282173,35.962172,1014,132,132,"Point","D07","WALK",56.234043,0.0617165594627729,132,0.0161867385159886
-84.282041,35.96204,1014,133,133,"Point","D07","WALK",56.234043,0.0885696445771297,133,0.0221496085485051
-84.281892,35.961927,1014,134,134,"Point","D07","WALK",56.234043,0.0639861329664289,134,0.0279561382644594
-84.281745,35.961887,1014,135,135,"Point","D07","WALK",56.234043,0.0492671513645394,135,0.0323734770319772
-84.27611,35.962931,1015,136,136,"Point","D07","WALK",187.438547,0.0306505362102073,136,0.0290938380399593
-84.276251,35.962832,1015,137,137,"Point","D07","WALK",187.438547,0.0418762552421619,137,0.0303922686080764
-84.276388,35.962726,1015,138,138,"Point","D07","WALK",187.438547,0.059053085364305,138,0.0317103624412057
-84.276552,35.962635,1015,139,139,"Point","D07","WALK",187.438547,0.0560739011564681,139,0.0330941799613519
-84.276628,35.962481,1015,140,140,"Point","D07","WALK",187.438547,0.0502738012554328,140,0.0345166571920952
-84.276809,35.962451,1015,141,141,"Point","D07","WALK",187.438547,0.0209723376969757,141,0.0358040580059382
-84.277026,35.962447,1015,142,142,"Point","D07","WALK",187.438547,0.0157010090706871,142,0.0373167948948556
-84.277183,35.96237,1015,143,143,"Point","D07","WALK",187.438547,0.015060641440933,143,0.0385946721053353
-84.27729,35.96226,1015,144,144,"Point","D07","WALK",187.438547,0.0241868147440884,144,0.0397968911520708
-84.277436,35.962158,1015,145,145,"Point","D07","WALK",187.438547,0.0215435135587413,145,0.0411385146570182
-84.277502,35.962124,1015,146,146,"Point","D07","WALK",187.438547,0.0518396146388567,146,0.0416830648616268
-84.275476,35.963155,1016,147,147,"Point","D07","WALK",73.37563,0.0557360533932052,147,0.00681843826802035
-84.275657,35.963074,1016,148,148,"Point","D07","WALK",73.37563,0.0643735088465343,148,0.00882376590840254
-84.275843,35.963042,1016,149,149,"Point","D07","WALK",73.37563,0.0434422488553136,149,0.0106690299409475
-84.276009,35.963,1016,150,150,"Point","D07","WALK",73.37563,0.0425442702341237,150,0.0123564206960749
-84.27611,35.962931,1016,151,151,"Point","D07","WALK",73.37563,0.0643616850329008,151,0.0136368765360407
-84.276074,35.96334,1017,152,152,"Point","D07","WALK",54.370104,0.078427439800932,152,0.0077284807519593
-84.276076,35.963189,1017,153,153,"Point","D07","WALK",54.370104,0.0779205254233158,153,0.0104981945904293
-84.276049,35.96304,1017,154,154,"Point","D07","WALK",54.370104,0.0611024982882042,154,0.0132605603969558
-84.27611,35.962931,1017,155,155,"Point","D07","WALK",54.370104,0.0366783693635011,155,0.0154569615039186
-84.280846,35.963367,1018,156,156,"Point","D07","WALK",251.472104,0.0405786490083437,156,0.0270531228126184
-84.280718,35.963252,1018,157,157,"Point","D07","WALK",251.472104,0.0403645297479196,157,0.029250592586214
-84.280661,35.963102,1018,158,158,"Point","D07","WALK",251.472104,0.0474341310931779,158,0.0314750250531746
-84.280655,35.96296,1018,159,159,"Point","D07","WALK",251.472104,0.0401694305623141,159,0.0334881873244878
-84.280716,35.962801,1018,160,160,"Point","D07","WALK",251.472104,0.0322340382823415,160,0.0358480670145557
-84.280835,35.962701,1018,161,161,"Point","D07","WALK",251.472104,0.0295272261362667,161,0.0378194896822188
-84.280867,35.962571,1018,162,162,"Point","D07","WALK",251.472104,0.0211791237751943,162,0.039697958961752
-84.280972,35.962437,1018,163,163,"Point","D07","WALK",251.472104,0.0169743673941579,163,0.0419490992293337
-84.281067,35.962303,1018,164,164,"Point","D07","WALK",251.472104,0.021918363328844,164,0.0441405064327096
-84.281213,35.962189,1018,165,165,"Point","D07","WALK",251.472104,0.0216256339225815,165,0.046472322553867
-84.28138,35.962122,1018,166,166,"Point","D07","WALK",251.472104,0.0232548568301889,166,0.0486174776214036
-84.281522,35.962032,1018,167,167,"Point","D07","WALK",251.472104,0.0131122835087404,167,0.0506915127182847
-84.281646,35.961912,1018,168,168,"Point","D07","WALK",251.472104,0.0111521339228622,168,0.0529121173985267
-84.281745,35.961887,1018,169,169,"Point","D07","WALK",251.472104,0.0158541903099437,169,0.0541062456252368
-84.277862,35.964548,1019,170,170,"Point","D07","WALK",365.604483,0.023172074238122,170,0.284644225679527
-84.277944,35.964401,1019,171,171,"Point","D07","WALK",365.604483,0.0282875639429274,171,0.289408097041996
-84.277967,35.964253,1019,172,172,"Point","D07","WALK",365.604483,0.0212740127159495,172,0.293810933884147
-84.277951,35.96412,1019,173,173,"Point","D07","WALK",365.604483,0.0103773401291141,173,0.297755062077491
-84.277974,35.963992,1019,174,174,"Point","D07","WALK",365.604483,0.00580533255105568,174,0.301572985425611
-84.277996,35.963862,1019,175,175,"Point","D07","WALK",365.604483,0.00572163334529611,175,0.305445983768089
-84.278068,35.963705,1019,176,176,"Point","D07","WALK",365.604483,0.0108433581951402,176,0.310391290684446
-84.27804,35.963543,1019,177,177,"Point","D07","WALK",365.604483,0.01106069987583,177,0.315219574408751
-84.278026,35.963391,1019,178,178,"Point","D07","WALK",365.604483,0.0109651379839332,178,0.319718304388515
-84.278029,35.963227,1019,179,179,"Point","D07","WALK",365.604483,0.00992159136005645,179,0.324559181963078
-84.277922,35.963128,1019,180,180,"Point","D07","WALK",365.604483,0.00998743988144397,180,0.328448783875069
-84.277798,35.962996,1019,181,181,"Point","D07","WALK",365.604483,0.0104934089221569,181,0.333350846984103
-84.277784,35.96284,1019,182,182,"Point","D07","WALK",365.604483,0.00622521200780928,182,0.337967312688491
-84.277731,35.962693,1019,183,183,"Point","D07","WALK",365.604483,0.00700327438843648,183,0.342488447269
-84.277686,35.962579,1019,184,184,"Point","D07","WALK",365.604483,0.00447262737929515,184,0.346022081399418
-84.277549,35.96248,1019,185,185,"Point","D07","WALK",365.604483,0.00691779188496833,185,0.350420200378218
-84.277644,35.962401,1019,186,186,"Point","D07","WALK",365.604483,0.00710160784620934,186,0.35368094594381
-84.277665,35.962261,1019,187,187,"Point","D07","WALK",365.604483,0.0100759273751341,187,0.357843554866832
-84.277559,35.962135,1019,188,188,"Point","D07","WALK",365.604483,0.00927911347054522,188,0.362348931531427
-84.277502,35.962124,1019,189,189,"Point","D07","WALK",365.604483,0.0185413697556215,189,0.363754622456216
-84.277497,35.965486,1020,190,190,"Point","D07","WALK",130.296753,0.0285712737789946,190,0.151185394552038
-84.277488,35.965404,1020,191,191,"Point","D07","WALK",130.296753,0.0301849237690872,191,0.154893169118366
-84.277462,35.96525,1020,192,192,"Point","D07","WALK",130.296753,0.0268505707300368,192,0.161894019238061
-84.277524,35.965105,1020,193,193,"Point","D07","WALK",130.296753,0.0149886651755347,193,0.168807794862289
-84.277609,35.964961,1020,194,194,"Point","D07","WALK",130.296753,0.0146859923499531,194,0.17600129784318
-84.277693,35.964809,1020,195,195,"Point","D07","WALK",130.296753,0.0113886250705076,195,0.18350617846963
-84.277776,35.964658,1020,196,196,"Point","D07","WALK",130.296753,0.0194637973657747,196,0.190954989581642
-84.277862,35.964548,1020,197,197,"Point","D07","WALK",130.296753,0.0350667230574069,197,0.196825125979419
-84.28206,35.965445,1021,198,198,"Point","D07","WALK",527.688078,0.0385865783535494,198,0.043909549850054
-84.281902,35.965514,1021,199,199,"Point","D07","WALK",527.688078,0.043893774696875,199,0.0454847047853688
-84.281723,35.965586,1021,200,200,"Point","D07","WALK",527.688078,0.0366195811905529,200,0.0472386498466935
-84.281565,35.96569,1021,201,201,"Point","D07","WALK",527.688078,0.0335505941665799,201,0.0490240830726925
-84.281419,35.965764,1021,202,202,"Point","D07","WALK",527.688078,0.0358016268645674,202,0.0505351025086283
-84.281264,35.965843,1021,203,203,"Point","D07","WALK",527.688078,0.0344718472906365,203,0.0521417763667216
-84.281124,35.965898,1021,204,204,"Point","D07","WALK",527.688078,0.0441724619572151,204,0.0535073419572345
-84.280936,35.965911,1021,205,205,"Point","D07","WALK",527.688078,0.0318842499979223,205,0.0551643778106081
-84.280735,35.965911,1021,206,206,"Point","D07","WALK",527.688078,0.0250169662246202,206,0.0569296212966753
-84.280548,35.965977,1021,207,207,"Point","D07","WALK",527.688078,0.0117651505991837,207,0.0587200117193685
-84.280398,35.965884,1021,208,208,"Point","D07","WALK",527.688078,0.0172617252265904,208,0.0603767573694009
-84.280236,35.965828,1021,209,209,"Point","D07","WALK",527.688078,0.0194283186826382,209,0.0619227747090927
-84.280098,35.965752,1021,210,210,"Point","D07","WALK",527.688078,0.0237317792944114,210,0.0633866572602753
-84.279937,35.965637,1021,211,211,"Point","D07","WALK",527.688078,0.0215263881183118,211,0.065268871702245
-84.279735,35.96563,1021,212,212,"Point","D07","WALK",527.688078,0.0293549663793682,212,0.0670445147470155
-84.279583,35.965557,1021,213,213,"Point","D07","WALK",527.688078,0.0297488438243081,213,0.068594978146032
-84.279405,35.96552,1021,214,214,"Point","D07","WALK",527.688078,0.0276682615610623,214,0.070208529524664
-84.279229,35.965444,1021,215,215,"Point","D07","WALK",527.688078,0.0192791585254466,215,0.0719587510585924
-84.279038,35.965383,1021,216,216,"Point","D07","WALK",527.688078,0.0134133793635939,216,0.073760984310638
-84.278859,35.965301,1021,217,217,"Point","D07","WALK",527.688078,0.0133651473798021,217,0.0755654416705718
-84.278732,35.965185,1021,218,218,"Point","D07","WALK",527.688078,0.0145006556381266,218,0.0772430752356516
-84.27857,35.965111,1021,219,219,"Point","D07","WALK",527.688078,0.0293262365455677,219,0.0788750378993018
-84.278445,35.964998,1021,220,220,"Point","D07","WALK",527.688078,0.0284164053808859,220,0.0805168076973962
-84.278281,35.964918,1021,221,221,"Point","D07","WALK",527.688078,0.0310757301492514,221,0.0821965216993633
-84.278203,35.964776,1021,222,222,"Point","D07","WALK",527.688078,0.020023853258662,222,0.0838765700605258
-84.27808,35.964652,1021,223,223,"Point","D07","WALK",527.688078,0.0221531009900054,223,0.0855974473343365
-84.277932,35.964577,1021,224,224,"Point","D07","WALK",527.688078,0.0229234077694894,224,0.0871291027688648
-84.277862,35.964548,1021,225,225,"Point","D07","WALK",527.688078,0.0315787957510818,225,0.087819099700108
-84.27618,35.966375,1022,226,226,"Point","D07","WALK",175.137124,0.0319067988957449,226,0.055707076405956
-84.27636,35.96629,1022,227,227,"Point","D07","WALK",175.137124,0.0385491424751015,227,0.0590228874077529
-84.276546,35.966222,1022,228,228,"Point","D07","WALK",175.137124,0.0436736794226038,228,0.0622714561309339
-84.276731,35.966152,1022,229,229,"Point","D07","WALK",175.137124,0.0397234179593302,229,0.0655218478218416
-84.276885,35.966036,1022,230,230,"Point","D07","WALK",175.137124,0.0383058744897107,230,0.068866029902748
-84.277027,35.965932,1022,231,231,"Point","D07","WALK",175.137124,0.0278841884004432,231,0.0719104927436947
-84.277142,35.965825,1022,232,232,"Point","D07","WALK",175.137124,0.029669423149882,232,0.0746945856571319
-84.277292,35.965714,1022,233,233,"Point","D07","WALK",175.137124,0.0297634526610996,233,0.0779255773459414
-84.277425,35.965585,1022,234,234,"Point","D07","WALK",175.137124,0.0335320039147445,234,0.0812236384642054
-84.277497,35.965486,1022,235,235,"Point","D07","WALK",175.137124,0.0460605946934071,235,0.0834771328891372
-84.274713,35.965675,1023,236,236,"Point","D07","WALK",198.809141,0.0513581453903387,236,0.0153156847473394
-84.274891,35.965613,1023,237,237,"Point","D07","WALK",198.809141,0.0559194960621698,237,0.0168500524339778
-84.275067,35.965576,1023,238,238,"Point","D07","WALK",198.809141,0.0555928082093188,238,0.0182904430660619
-84.275228,35.965633,1023,239,239,"Point","D07","WALK",198.809141,0.0612809466873583,239,0.0196818316990503
-84.27539,35.965733,1023,240,240,"Point","D07","WALK",198.809141,0.0777199017547482,240,0.0212935233054771
-84.275548,35.965832,1023,241,241,"Point","D07","WALK",198.809141,0.0864522966202229,241,0.0228741192437707
-84.275644,35.96598,1023,242,242,"Point","D07","WALK",198.809141,0.0713388023624649,242,0.0245048714013184
-84.275756,35.966095,1023,243,243,"Point","D07","WALK",198.809141,0.0613630278071888,243,0.0259344926653296
-84.275823,35.96625,1023,244,244,"Point","D07","WALK",198.809141,0.0456946842654823,244,0.0275357660808015
-84.275996,35.966328,1023,245,245,"Point","D07","WALK",198.809141,0.0486337365810974,245,0.0291032047919436
-84.27618,35.966375,1023,246,246,"Point","D07","WALK",198.809141,0.0481044991377638,246,0.0306313694946787
-84.275446,35.966936,1024,247,247,"Point","D07","WALK",116.967655,0.0541604463838019,247,0.0125378534556386
-84.27561,35.966886,1024,248,248,"Point","D07","WALK",116.967655,0.0594992825928105,248,0.0146161929798932
-84.275754,35.966817,1024,249,249,"Point","D07","WALK",116.967655,0.0509219853446859,249,0.0165996001808062
-84.27591,35.966724,1024,250,250,"Point","D07","WALK",116.967655,0.0460782095480062,250,0.0188950580916375
-84.276048,35.966626,1024,251,251,"Point","D07","WALK",116.967655,0.0421660563538942,251,0.0210693396688101
-84.276136,35.966495,1024,252,252,"Point","D07","WALK",116.967655,0.041776657749528,252,0.0232479927780946
-84.27618,35.966375,1024,253,253,"Point","D07","WALK",116.967655,0.0434924150898802,253,0.0250757069112773
-84.276858,35.968432,1025,254,254,"Point","D07","WALK",422.153233,0.04491284888948,254,0.0338541308314504
-84.276913,35.968285,1025,255,255,"Point","D07","WALK",422.153233,0.0417584597085008,255,0.0354585975444911
-84.277038,35.968172,1025,256,256,"Point","D07","WALK",422.153233,0.0354695535677541,256,0.0370455184913888
-84.277099,35.968027,1025,257,257,"Point","D07","WALK",422.153233,0.0263503930918384,257,0.0386457643202988
-84.277236,35.967905,1025,258,258,"Point","D07","WALK",422.153233,0.0199170063335229,258,0.0403707313121888
-84.277352,35.96778,1025,259,259,"Point","D07","WALK",422.153233,0.0190211273531188,259,0.0420058030027975
