"","DayOfYear","Month","Interp.Value","Uncertainty","LowerBound","UpperBound","gw_min","gw_max","AvgWaterTemp_C","NEP","NEP_lower","NEP_upper","NEP_min","NEP_max","date","discharge_modeled","Elmt_ID","flowing","atm_CO2_ppm"
"21",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2014-04-03",0.00473055555555556,71,1,423.284987633418
"22",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2018-04-03",0.00335960648148148,71,1,423.284987633418
"23",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2021-04-03",0,71,0,423.284987633418
"24",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2012-04-02",0.0049087962962963,71,1,423.284987633418
"25",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2016-04-02",0.00337534722222222,71,1,423.284987633418
"26",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2013-04-03",0.00154791666666667,71,1,423.284987633418
"27",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2015-04-03",0.00319270833333333,71,1,423.284987633418
"28",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2019-04-03",0.00622303240740741,71,1,423.284987633418
"29",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2011-04-03",0.00302905092592593,71,1,423.284987633418
"30",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2010-04-03",0.00258645833333333,71,1,423.284987633418
"31",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2022-04-03",0.00196527777777778,71,1,423.284987633418
"32",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2017-04-03",0.00266203703703704,71,1,423.284987633418
"33",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2009-04-03",0.00344143518518518,71,1,423.284987633418
"34",93,4,9874.66855394068,488.449515175407,9386.21903876528,10363.1180691161,8231.34316029733,18556.6323060589,0.0607303070761015,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2008-04-02",0.0015150462962963,71,1,423.284987633418
"35",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2010-04-04",0.00273009259259259,71,1,425.859458764884
"36",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2018-04-04",0.00332650462962963,71,1,425.859458764884
"37",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2023-04-04",0.00190578703703704,71,1,425.859458764884
"38",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2017-04-04",0.00266400462962963,71,1,425.859458764884
"39",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2014-04-04",0.00468981481481482,71,1,425.859458764884
"40",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2007-04-04",0.0227050925925926,71,1,425.859458764884
"41",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2019-04-04",0.00657071759259259,71,1,425.859458764884
"42",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2008-04-03",0.00144652777777778,71,1,425.859458764884
"43",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2009-04-04",0.00289293981481481,71,1,425.859458764884
"44",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2013-04-04",0.00147071759259259,71,1,425.859458764884
"45",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2022-04-04",0.00213796296296296,71,1,425.859458764884
"46",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2011-04-04",0.00282199074074074,71,1,425.859458764884
"47",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2016-04-03",0.00335300925925926,71,1,425.859458764884
"48",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2021-04-04",0,71,0,425.859458764884
"49",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2015-04-04",0.00315914351851852,71,1,425.859458764884
"50",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2012-04-03",0.00515486111111111,71,1,425.859458764884
"51",94,4,9833.91667156993,493.768734319882,9340.14793725005,10327.6854058898,8231.34316029733,18556.6323060589,0.0652307692307692,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2020-04-03",0.0161744212962963,71,1,425.859458764884
"52",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2015-04-05",0.003140625,71,1,425.651868494968
"53",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2008-04-04",0.00135486111111111,71,1,425.651868494968
"54",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2023-04-05",0.00189965277777778,71,1,425.651868494968
"55",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2007-04-05",0.0224584490740741,71,1,425.651868494968
"56",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2018-04-05",0.00333564814814815,71,1,425.651868494968
"57",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2022-04-05",0.00267395833333333,71,1,425.651868494968
"58",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2019-04-05",0.00660578703703704,71,1,425.651868494968
"59",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2011-04-05",0.00280231481481481,71,1,425.651868494968
"60",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2016-04-04",0.00333194444444444,71,1,425.651868494968
"61",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2009-04-05",0.00287881944444444,71,1,425.651868494968
"62",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2014-04-05",0.00488171296296296,71,1,425.651868494968
"63",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2010-04-05",0.00247511574074074,71,1,425.651868494968
"64",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2021-04-05",0,71,0,425.651868494968
"65",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2017-04-05",0.00264502314814815,71,1,425.651868494968
"66",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2012-04-04",0.00777337962962963,71,1,425.651868494968
"67",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2020-04-04",0.0165070601851852,71,1,425.651868494968
"68",95,4,9795.49703959971,499.17572501362,9296.32131458609,10294.6727646133,8231.34316029733,18556.6323060589,0.0643531300160514,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2013-04-05",0.00148032407407407,71,1,425.651868494968
"69",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2011-04-06",0.00281261574074074,71,1,425.769340987231
"70",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2023-04-06",0.00187893518518519,71,1,425.769340987231
"71",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2010-04-06",0.00247071759259259,71,1,425.769340987231
"72",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2015-04-06",0.00311180555555556,71,1,425.769340987231
"73",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2007-04-06",0.0216972222222222,71,1,425.769340987231
"74",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2018-04-06",0.00451840277777778,71,1,425.769340987231
"75",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2012-04-05",0.00763414351851852,71,1,425.769340987231
"76",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2014-04-06",0.00460185185185185,71,1,425.769340987231
"77",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2020-04-05",0.0145065972222222,71,1,425.769340987231
"78",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2021-04-06",0,71,0,425.769340987231
"79",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2019-04-06",0.00698229166666667,71,1,425.769340987231
"80",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2009-04-06",0.00293900462962963,71,1,425.769340987231
"81",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2016-04-05",0.00364502314814815,71,1,425.769340987231
"82",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2017-04-06",0.00260011574074074,71,1,425.769340987231
"83",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2022-04-06",0.00187673611111111,71,1,425.769340987231
"84",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2008-04-05",0.00136597222222222,71,1,425.769340987231
"85",96,4,9759.25858224201,504.691211230116,9254.56737101189,10263.9497934721,8231.34316029733,18556.6323060589,0.066243947858473,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2013-04-06",0.00147592592592593,71,1,425.769340987231
"86",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2015-04-07",0.00309976851851852,71,1,424.276203061851
"87",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2011-04-07",0.00279305555555556,71,1,424.276203061851
"88",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2010-04-07",0.00245659722222222,71,1,424.276203061851
"89",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2022-04-07",0.00188368055555556,71,1,424.276203061851
"90",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2009-04-07",0.00287951388888889,71,1,424.276203061851
"91",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2013-04-07",0.00157534722222222,71,1,424.276203061851
"92",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2021-04-07",0,71,0,424.276203061851
"93",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2023-04-07",0.00184930555555556,71,1,424.276203061851
"94",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2012-04-06",0.0073712962962963,71,1,424.276203061851
"95",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2007-04-07",0.0214181712962963,71,1,424.276203061851
"96",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2019-04-07",0.00270196759259259,71,1,424.276203061851
"97",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2020-04-06",0.0144481481481481,71,1,424.276203061851
"98",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2018-04-07",0.00348356481481481,71,1,424.276203061851
"99",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2016-04-06",0.00328634259259259,71,1,424.276203061851
"100",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2008-04-06",0.00140243055555556,71,1,424.276203061851
"101",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2014-04-07",0.00457465277777778,71,1,424.276203061851
"102",97,4,9725.0502237088,510.336048780354,9214.71417492845,10235.3862724892,8231.34316029733,18556.6323060589,0.0496542056074766,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2017-04-07",0.00256736111111111,71,1,424.276203061851
"103",98,4,9692.72088821207,516.130137368431,9176.59075084364,10208.8510255805,8231.34316029733,18556.6323060589,0.0408621794871795,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2023-04-08",0.00184398148148148,71,1,424.02811787406
"104",98,4,9692.72088821207,516.130137368431,9176.59075084364,10208.8510255805,8231.34316029733,18556.6323060589,0.0408621794871795,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2022-04-08",0.00186354166666667,71,1,424.02811787406
"105",98,4,9692.72088821207,516.130137368431,9176.59075084364,10208.8510255805,8231.34316029733,18556.6323060589,0.0408621794871795,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2021-04-08",0,71,0,424.02811787406
"106",98,4,9692.72088821207,516.130137368431,9176.59075084364,10208.8510255805,8231.34316029733,18556.6323060589,0.0408621794871795,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2017-04-08",0.00254375,71,1,424.02811787406
"107",98,4,9692.72088821207,516.130137368431,9176.59075084364,10208.8510255805,8231.34316029733,18556.6323060589,0.0408621794871795,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2019-04-08",0.00370462962962963,71,1,424.02811787406
"108",98,4,9692.72088821207,516.130137368431,9176.59075084364,10208.8510255805,8231.34316029733,18556.6323060589,0.0408621794871795,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2013-04-08",0.0018193287037037,71,1,424.02811787406
"109",98,4,9692.72088821207,516.130137368431,9176.59075084364,10208.8510255805,8231.34316029733,18556.6323060589,0.0408621794871795,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2010-04-08",0.00248032407407407,71,1,424.02811787406
"110",98,4,9692.72088821207,516.130137368431,9176.59075084364,10208.8510255805,8231.34316029733,18556.6323060589,0.0408621794871795,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2007-04-08",0.0219923611111111,71,1,424.02811787406
"111",98,4,9692.72088821207,516.130137368431,9176.59075084364,10208.8510255805,8231.34316029733,18556.6323060589,0.0408621794871795,0.1376532,0.00247,0.3204069,0.134583444137325,1.07045066607529,"2009-04-08",0.00278958333333333,71,1,424.02811787406
