"","date","DayOfYear","Interp.Value","Uncertainty","LowerBound","UpperBound","gw_min","gw_max","AvgWaterTemp_C","Month","NEP_median","NEP_lower","NEP_upper","daily_NEP","atm_CO2_ppm","X","flowing_measure","discharge_modeled","Elmt_ID","flowing","measured_discharge"
"11",2018-01-11,11,22082.4370647979,4709.11527840506,17373.3217863929,26791.552343203,21911.0453320475,27848.1020559008,5,1,0.574512320177321,0.183917820271387,1.41441524964544,1.37464890970289,446.260264581498,527769,0,0,444,0,0
"12",2018-01-12,12,22085.1015614912,4663.81004615468,17421.2915153365,26748.9116076459,21911.0453320475,27848.1020559008,4.63333333333333,1,0.574512320177321,0.183917820271387,1.41441524964544,1.22111995445236,431.055778352752,527927,0,0,444,0,0
"13",2018-01-13,13,22125.2472597976,4629.15068129832,17496.0965784993,26754.3979410959,21911.0453320475,27848.1020559008,4.4,1,0.574512320177321,0.183917820271387,1.41441524964544,1.23722381497437,430.338885462268,528059,0,0,444,0,0
"14",2018-01-14,14,22206.2921969291,4604.93219121068,17601.3600057184,26811.2243881398,21911.0453320475,27848.1020559008,5.2,1,0.574512320177321,0.183917820271387,1.41441524964544,0.96838622039239,432.29357012916,528190,0,0,444,0,0
"15",2018-01-15,15,22331.6544100976,4591.05577222291,17740.5986378747,26922.7101823205,21911.0453320475,27848.1020559008,6.43333333333333,1,0.574512320177321,0.183917820271387,1.41441524964544,1.16137776700596,429.26606736139,528201,0,0,444,0,0
"16",2018-01-16,16,22503.2558204717,4587.4349732738,17915.8208471979,27090.6907937455,21911.0453320475,27848.1020559008,6.8,1,0.574512320177321,0.183917820271387,1.41441524964544,0.673770252118505,429.116673293294,528384,0,0,444,0,0
"17",2018-01-17,17,22717.0338850465,4593.48011001068,18123.5537750359,27310.5139950572,21911.0453320475,27848.1020559008,4.93333333333333,1,0.574512320177321,0.183917820271387,1.41441524964544,0.93356936283343,440.382546950725,528515,0,0,444,0,0
"18",2018-01-18,18,22967.4299447737,4608.53641501139,18358.8935297623,27575.9663597851,21911.0453320475,27848.1020559008,4.66666666666667,1,0.574512320177321,0.183917820271387,1.41441524964544,1.01031561364272,436.079799502246,528603,0,0,444,0,0
"19",2018-01-19,19,23248.885340605,4631.97751166874,18616.9078289363,27880.8628522737,21911.0453320475,27848.1020559008,3.73333333333333,1,0.574512320177321,0.183917820271387,1.41441524964544,0.839051261398157,437.761469604266,528776,0,0,444,0,0
"20",2018-01-20,20,23555.8414134921,4663.13398638659,18892.7074271055,28218.9753998787,21911.0453320475,27848.1020559008,3.7,1,0.574512320177321,0.183917820271387,1.41441524964544,0.723441863401619,439.692545252681,528975,0,0,444,0,0
"21",2018-01-21,21,23882.7395043867,4701.23615537488,19181.5033490118,28583.9756597616,21911.0453320475,27848.1020559008,3.9,1,0.574512320177321,0.183917820271387,1.41441524964544,0.811934954667276,447.509376543256,529109,0,0,444,0,0
"22",2018-01-22,22,24224.0209542405,4745.37222538031,19478.6487288602,28969.3931796208,21911.0453320475,27848.1020559008,4.25,1,0.574512320177321,0.183917820271387,1.41441524964544,0.820347516187632,439.590583899004,529239,0,0,444,0,0
"23",2018-01-23,23,24574.1271040053,4794.46181646854,19779.6652875367,29368.5889204738,21911.0453320475,27848.1020559008,4.25,1,0.574512320177321,0.183917820271387,1.41441524964544,0.55858163911415,441.673405490741,529343,0,0,444,0,0
"24",2018-01-24,24,24927.4992946327,4847.24374053155,20080.2555541011,29774.7430351642,21911.0453320475,27848.1020559008,4.325,1,0.574512320177321,0.183917820271387,1.41441524964544,0.514997838704566,446.837379007523,529501,0,0,444,0,0
"25",2018-01-25,25,25278.5788670744,4902.27610923167,20376.3027578428,30180.8549763061,21911.0453320475,27848.1020559008,4.325,1,0.574512320177321,0.183917820271387,1.41441524964544,1.13762853630083,436.238751271009,529632,0,0,444,0,0
"26",2018-01-26,26,25621.8071622822,4957.94634959963,20663.8608126826,30579.7535118819,21911.0453320475,27848.1020559008,4.9,1,0.574512320177321,0.183917820271387,1.41441524964544,0.69214897684168,430.842239282109,529763,0,0,444,0,0
"27",2018-01-27,27,25951.6255212078,5012.48855301423,20939.1369681936,30964.1140742221,21911.0453320475,27848.1020559008,5.46,1,0.574512320177321,0.183917820271387,1.41441524964544,0.795915717796579,428.399057501589,529895,0,0,444,0,0
"28",2018-01-28,28,26262.4752848029,5064.00573820375,21198.4695465991,31326.4810230066,21911.0453320475,27848.1020559008,5.64,1,0.574512320177321,0.183917820271387,1.41441524964544,0.486178548259785,432.3801075379,529953,0,0,444,0,0
"29",2018-01-29,29,26548.7977940191,5110.49499711836,21438.3027969008,31659.2927911375,21911.0453320475,27848.1020559008,6.375,1,0.574512320177321,0.183917820271387,1.41441524964544,0.402040894618813,428.679204146872,530042,0,0,444,0,0
"30",2018-01-30,30,26805.0343898083,5149.8740260932,21655.1603637151,31954.9084159015,21911.0453320475,27848.1020559008,6.275,1,0.574512320177321,0.183917820271387,1.41441524964544,0.395874437552595,429.074400500689,530216,0,0,444,0,0
"31",2018-01-31,31,27025.626413122,5180.00814568399,21845.618267438,32205.634558806,21911.0453320475,27848.1020559008,6.825,1,0.574512320177321,0.183917820271387,1.41441524964544,0.495467181883206,432.260912445443,530347,0,0,444,0,0
"32",2018-02-01,32,27205.0152049121,5198.73752966091,22006.2776752512,32403.752734573,21911.0453320475,27848.1020559008,7.325,2,0.574512320177321,0.183917820271387,1.41441524964544,0.212043330769017,433.090713788986,530422,0,0,444,0,0
"33",2018-02-02,33,27338.9882059769,5204.2916670334,22134.6965389435,32543.2798730103,21911.0453320475,27848.1020559008,8.225,2,0.574512320177321,0.183917820271387,1.41441524964544,0.711878484943721,431.235884031448,530677,0,0,444,0,0
"34",2018-02-03,34,27428.7172565017,5196.51613099811,22232.2011255036,32625.2333874998,21911.0453320475,27848.1020559008,8.425,2,0.574512320177321,0.183917820271387,1.41441524964544,0.703969509816073,429.224769478428,530812,0,0,444,0,0
"35",2018-02-04,35,27476.7202965185,5175.7804418949,22300.9398546236,32652.5007384134,21911.0453320475,27848.1020559008,5.86,2,0.574512320177321,0.183917820271387,1.41441524964544,0.481026139560148,428.952699202133,530938,0,0,444,0,0
"36",2018-02-05,36,27485.5152660592,5142.57550319859,22342.9397628606,32628.0907692578,21911.0453320475,27848.1020559008,5.14,2,0.574512320177321,0.183917820271387,1.41441524964544,0.985661369931848,430.954408887917,531042,0,0,444,0,0
"37",2018-02-06,37,27457.6201051558,5097.49095109639,22360.1291540594,32555.1110562522,21911.0453320475,27848.1020559008,5.82,2,0.574512320177321,0.183917820271387,1.41441524964544,1.00874058182866,431.619751859705,531205,0,0,444,0,0
"38",2018-02-07,38,27395.5527538403,5041.19714859037,22354.3556052499,32436.7499024307,21911.0453320475,27848.1020559008,5.68,2,0.574512320177321,0.183917820271387,1.41441524964544,0.533138427798056,428.85824384584,531332,0,0,444,0,0
"39",2018-02-08,39,27301.8311521447,4974.43074496904,22327.4004071756,32276.2618971137,21911.0453320475,27848.1020559008,5,2,0.574512320177321,0.183917820271387,1.41441524964544,0.831384115366084,438.840469999491,531463,0,0,444,0,0
"40",2018-02-09,40,27178.9732401009,4897.98296281283,22280.990277288,32076.9562029137,21911.0453320475,27848.1020559008,5.54,2,0.574512320177321,0.183917820271387,1.41441524964544,0.939211207687724,431.908006829192,531567,0,0,444,0,0
"41",2018-02-10,41,27029.4969577408,4812.68995637191,22216.8070013689,31842.1869141128,21911.0453320475,27848.1020559008,5.42,2,0.574512320177321,0.183917820271387,1.41441524964544,1.64725215853626,426.779053413317,531657,0,0,444,0,0
"42",2018-02-11,42,26855.9202450966,4719.42472019335,22136.4955249033,31575.34496529,21911.0453320475,27848.1020559008,6.2,2,0.574512320177321,0.183917820271387,1.41441524964544,2.25099323408421,435.516107308116,531788,0,0,444,0,0
"43",2018-02-12,43,26660.7610422001,4619.09012588875,22041.6709163114,31279.8511680889,21911.0453320475,27848.1020559008,5.48,2,0.574512320177321,0.183917820271387,1.41441524964544,0.656748100984068,427.871383158463,531876,0,0,444,0,0
"44",2018-02-13,44,26446.5372890833,4512.61273635194,21933.9245527314,30959.1500254353,21911.0453320475,27848.1020559008,5.18,2,0.574512320177321,0.183917820271387,1.41441524964544,0.541298297162689,434.659595021054,532049,0,0,444,0,0
"45",2018-02-14,45,26215.7669257782,4400.93709727572,21814.8298285025,30616.7040230539,21911.0453320475,27848.1020559008,6.12,2,0.574512320177321,0.183917820271387,1.41441524964544,3.52086430536986,429.338929388649,532180,0,0,444,0,0
"46",2018-02-15,46,25970.9678923168,4285.02024102641,21685.9476512904,30255.9881333432,21911.0453320475,27848.1020559008,5.78,2,0.574512320177321,0.183917820271387,1.41441524964544,1.33847671735811,429.06351770895,532381,0,0,444,0,0
"47",2018-02-16,47,25714.658128731,4165.82616275427,21548.8319659767,29880.4842914852,21911.0453320475,27848.1020559008,5.62,2,0.574512320177321,0.183917820271387,1.41441524964544,0.676173881093437,428.617870165568,532512,0,0,444,0,0
"48",2018-02-17,48,25449.3555750528,4044.32004791969,21405.0355271331,29493.6756229724,21911.0453320475,27848.1020559008,7.7,2,0.574512320177321,0.183917820271387,1.41441524964544,0.343811503788785,432.763733716121,532646,0,0,444,0,0
"49",2018-02-18,49,25177.5781713141,3921.46204953895,21256.1161217752,29099.0402208531,21911.0453320475,27848.1020559008,6.78,2,0.574512320177321,0.183917820271387,1.41441524964544,0.449444325547874,427.02729030785,532747,0,0,444,0,0
"50",2018-02-19,50,24901.843857547,3798.20043868065,21103.6434188664,28700.0442962277,21911.0453320475,27848.1020559008,7.12,2,0.574512320177321,0.183917820271387,1.41441524964544,1.10767450857467,428.938105476208,532905,0,0,444,0,0
"51",2018-02-20,51,24624.6705737835,3675.46399065026,20949.2065831332,28300.1345644337,21911.0453320475,27848.1020559008,7.22,2,0.574512320177321,0.183917820271387,1.41441524964544,0.389520336947745,437.699205004571,533037,0,0,444,0,0
"52",2018-02-21,52,24348.5762600554,3554.15353084208,20794.4227292133,27902.7297908975,21911.0453320475,27848.1020559008,7.24,2,0.574512320177321,0.183917820271387,1.41441524964544,0.433174686955464,436.429808842523,533165,0,0,444,0,0
"53",2018-02-22,53,24076.0788563947,3435.13265835038,20640.9461980444,27511.2115147451,21911.0453320475,27848.1020559008,7.8,2,0.574512320177321,0.183917820271387,1.41441524964544,0.620755394569896,434.986813368691,533269,0,0,444,0,0
"54",2018-02-23,54,23809.6963028336,3319.21780187385,20490.4785009597,27128.9141047074,21911.0453320475,27848.1020559008,8.325,2,0.574512320177321,0.183917820271387,1.41441524964544,0.854761373425499,428.799338145858,533317,0,0,444,0,0
"55",2018-02-24,55,23551.9465394038,3207.16794862469,20344.7785907791,26759.1144880285,21911.0453320475,27848.1020559008,7.725,2,0.574512320177321,0.183917820271387,1.41441524964544,0.623639027371176,429.267305511624,533491,0,0,444,0,0
"56",2018-02-25,56,23305.3475061374,3099.67462461783,20205.6728815195,26405.0221307552,21911.0453320475,27848.1020559008,7.125,2,0.574512320177321,0.183917820271387,1.41441524964544,3.52086430536986,435.836652501793,533622,0,0,444,0,0
"57",2018-02-26,57,23072.4171430663,2997.35298582824,20075.064157238,26069.7701288945,21911.0453320475,27848.1020559008,6.4,2,0.574512320177321,0.183917820271387,1.41441524964544,1.57534533356295,436.434294387994,533711,0,0,444,0,0
"58",2018-02-27,58,22855.6733902225,2900.73518235669,19954.9382078659,25756.4085725792,21911.0453320475,27848.1020559008,7.56,2,0.574512320177321,0.183917820271387,1.41441524964544,1.40552704308202,432.069086599227,533884,0,0,444,0,0
"59",2018-02-28,59,22657.6341876381,2810.26744372285,19847.3667439152,25467.901631361,21911.0453320475,27848.1020559008,7.94,2,0.574512320177321,0.183917820271387,1.41441524964544,1.29715116517365,431.726459713243,534083,0,0,444,0,0
"60",2018-03-01,60,22480.8174753449,2726.31254933284,19754.5049260121,25207.1300246777,21911.0453320475,27848.1020559008,8.2,2,0.574512320177321,0.183917820271387,1.41441524964544,1.1032916919019,438.83541319636,534218,0,0,444,0,0
"61",2018-03-02,61,22327.7411933749,2649.15943161103,19678.5817617639,24976.900624986,21911.0453320475,27848.1020559008,7.78,3,0.574512320177321,0.183917820271387,1.41441524964544,1.09597206253524,433.860676115036,534349,0,0,444,0,0
"62",2018-03-03,62,22200.2853565376,2578.90090397879,19621.3844525588,24779.1862605164,21911.0453320475,27848.1020559008,7.72,3,0.574512320177321,0.183917820271387,1.41441524964544,0.983645003916908,434.993332721554,534448,0,0,444,0,0
"63",2018-03-04,63,22097.7782787517,2515.0629297858,19582.7153489659,24612.8412085375,21911.0453320475,27848.1020559008,7.76,3,0.574512320177321,0.183917820271387,1.41441524964544,1.02300494250545,436.125989328073,534607,0,0,444,0,0
"64",2018-03-05,64,22018.9103487135,2457.08634277333,19561.8240059401,24475.9966914868,21911.0453320475,27848.1020559008,8.46,3,0.574512320177321,0.183917820271387,1.41441524964544,0.952208906089866,434.202578489474,534739,0,0,444,0,0
"65",2018-03-06,65,21962.3719551192,2404.47562114451,19557.8963339747,24366.8475762637,21911.0453320475,27848.1020559008,8.5,3,0.574512320177321,0.183917820271387,1.41441524964544,1.05433611588101,439.37988504489,534873,0,0,444,0,0
"66",2018-03-07,66,21926.8534866651,2356.79744903815,19570.056037627,24283.6509357033,21911.0453320475,27848.1020559008,8.94,3,0.574512320177321,0.183917820271387,1.41441524964544,0.806061893739501,431.038071448379,534932,0,0,444,0,0
"67",2018-03-08,67,21911.0453320475,2313.67726338832,19597.3680686592,24224.7225954358,21911.0453320475,27848.1020559008,9.78,3,0.574512320177321,0.183917820271387,1.41441524964544,1.51362090342101,436.45316100268,535063,0,0,444,0,0
"68",2018-03-09,68,21913.6378799626,2274.79402455533,19638.8438554072,24188.4319045179,21911.0453320475,27848.1020559008,9.46,3,0.574512320177321,0.183917820271387,1.41441524964544,1.27844676485932,437.97102980412,535151,0,0,444,0,0
"69",2018-03-10,69,21933.3215191066,2239.87350676885,19693.4480123377,24173.1950258754,21911.0453320475,27848.1020559008,8.66,3,0.574512320177321,0.183917820271387,1.41441524964544,0.590742614428929,435.299032962565,535324,0,0,444,0,0
"70",2018-03-11,70,21968.7866381758,2208.68044308116,19760.1061950946,24177.4670812569,21911.0453320475,27848.1020559008,8.56,3,0.574512320177321,0.183917820271387,1.41441524964544,0.675772213871334,437.526293728423,535455,0,0,444,0,0
"71",2018-03-12,71,22018.7236258664,2181.00988296769,19837.7137428987,24199.7335088341,21911.0453320475,27848.1020559008,9.44,3,0.574512320177321,0.183917820271387,1.41441524964544,1.54447340039472,433.612396795093,535658,0,0,444,0,0
"72",2018-03-13,72,22081.8228708747,2156.67813181969,19925.144739055,24238.5010026944,21911.0453320475,27848.1020559008,9.58,3,0.574512320177321,0.183917820271387,1.41441524964544,1.6579163488136,428.839713526983,535788,0,0,444,0,0
"73",2018-03-14,73,22156.7747618969,2135.51364166362,20021.2611202333,24292.2884035606,21911.0453320475,27848.1020559008,9.14,3,0.574512320177321,0.183917820271387,1.41441524964544,0.889270647242056,428.210320910923,535919,0,0,444,0,0
"74",2018-03-15,74,22242.2696876294,2117.34821125774,20124.9214763716,24359.6178988871,21911.0453320475,27848.1020559008,10.42,3,0.574512320177321,0.183917820271387,1.41441524964544,0.215793250759528,428.969875615192,536023,0,0,444,0,0
"75",2018-03-16,75,22336.9980367682,2102.0088300228,20234.9892067454,24439.006866791,21911.0453320475,27848.1020559008,10.16,3,0.574512320177321,0.183917820271387,1.41441524964544,0.63346469545209,431.318854829998,536183,0,0,444,0,0
"76",2018-03-17,76,22439.6501980097,2089.3104628146,20350.3397351951,24528.9606608243,21911.0453320475,27848.1020559008,9.34,3,0.574512320177321,0.183917820271387,1.41441524964544,0.457762258047366,429.278365324403,536312,0,0,444,0,0
"77",2018-03-18,77,22548.9165600501,2079.05002113306,20469.8665389171,24627.9665811832,21911.0453320475,27848.1020559008,9.24,3,0.574512320177321,0.183917820271387,1.41441524964544,0.395781468621104,428.226970905043,536441,0,0,444,0,0
"78",2018-03-19,78,22663.4875115857,2071.00170264167,20592.4858089441,24734.4892142274,21911.0453320475,27848.1020559008,11.575,3,0.574512320177321,0.183917820271387,1.41441524964544,0.935707360664132,431.620210136191,536576,0,0,444,0,0
"79",2018-03-20,79,22782.0534413128,2064.91380871224,20717.1396326005,24846.967250025,21911.0453320475,27848.1020559008,10.6,3,0.574512320177321,0.183917820271387,1.41441524964544,0.420657883813663,427.095367615118,536579,0,0,444,0,0
"80",2018-03-21,80,22903.3047379274,2060.50707493589,20842.7976629915,24963.8118128633,21911.0453320475,27848.1020559008,9.86,3,0.574512320177321,0.183917820271387,1.41441524964544,0.354293318410712,428.67169498328,536767,0,0,444,0,0
"81",2018-03-22,81,23025.931790126,2057.47447911728,20968.4573110087,25083.4062692433,21911.0453320475,27848.1020559008,10,3,0.574512320177321,0.183917820271387,1.41441524964544,0.265309781693129,429.48971192343,536898,0,0,444,0,0
"82",2018-03-23,82,23148.6249866047,2055.48243215714,21093.1425544476,25204.1074187619,21911.0453320475,27848.1020559008,9.4,3,0.574512320177321,0.183917820271387,1.41441524964544,0.32264012459811,430.30772886358,536987,0,0,444,0,0
"83",2018-03-24,83,23270.0747160599,2054.17321522856,21215.9015008313,25324.2479312884,21911.0453320475,27848.1020559008,9.96666666666667,3,0.574512320177321,0.183917820271387,1.41441524964544,0.832675505772419,431.12574580373,537160,0,0,444,0,0
"84",2018-03-25,84,23388.9713671877,2053.16850555723,21335.8028616304,25442.1398727449,21911.0453320475,27848.1020559008,10.2166666666667,3,0.574512320177321,0.183917820271387,1.41441524964544,0.869441667236125,431.943762743879,537359,0,0,444,0,0
"85",2018-03-26,85,23504.0053286844,2052.07383436648,21451.9314943179,25556.0791630508,21911.0453320475,27848.1020559008,9.98333333333333,3,0.574512320177321,0.183917820271387,1.41441524964544,0.495115458566402,432.761779684029,537489,0,0,444,0,0
"86",2018-03-27,86,23613.8669892462,2050.48384346779,21563.3831457784,25664.350832714,21911.0453320475,27848.1020559008,10.4666666666667,3,0.574512320177321,0.183917820271387,1.41441524964544,0.543403946963528,433.579796624179,537620,0,0,444,0,0
"87",2018-03-28,87,23717.2467375694,2047.98824943901,21669.2584881304,25765.2349870084,21911.0453320475,27848.1020559008,10.6,3,0.574512320177321,0.183917820271387,1.41441524964544,1.46140371441462,431.06894736603,537724,0,0,444,0,0
"88",2018-03-29,88,23812.8349623503,2044.17848368845,21768.6564786619,25857.0134460387,21911.0453320475,27848.1020559008,11.1833333333333,3,0.574512320177321,0.183917820271387,1.41441524964544,1.29733874566477,432.272404716477,537886,0,0,444,0,0
"89",2018-03-30,89,23899.3220522851,2038.655050734,21860.6670015511,25937.9771030191,21911.0453320475,27848.1020559008,11.3857142857143,3,0.574512320177321,0.183917820271387,1.41441524964544,0.496116876265058,432.677464916966,538014,0,0,444,0,0
"90",2018-03-31,90,23975.39839607,2031.03573475104,21944.3626613189,26006.434130821,21911.0453320475,27848.1020559008,11.6285714285714,3,0.574512320177321,0.183917820271387,1.41441524964544,0.635084559704406,430.750176957861,538145,0,0,444,0,0
"91",2018-04-01,91,24039.7543824012,2020.96488667001,22018.7894957312,26060.7192690713,21911.0453320475,27848.1020559008,11.3428571428571,3,0.574512320177321,0.183917820271387,1.41441524964544,0.568794859299009,427.923873055786,538218,0,0,444,0,0
"92",2018-04-02,92,24091.0803999751,2008.12414367191,22082.9562563032,26099.2045436471,21911.0453320475,27848.1020559008,12.2142857142857,4,0.574512320177321,0.183917820271387,1.41441524964544,0.7045746109148,430.7941744352,538349,0,0,444,0,0
"93",2018-04-03,93,24128.4479784059,1992.3483536226,22136.0996247833,26120.7963320285,21911.0453320475,27848.1020559008,12.6428571428571,4,0.574512320177321,0.183917820271387,1.41441524964544,0.334980013427216,438.019871330618,538438,0,0,444,0,0
"94",2018-04-04,94,24152.4532109793,1973.93706728053,22178.5161436988,26126.3902782598,21911.0453320475,27848.1020559008,12.4142857142857,4,0.574512320177321,0.183917820271387,1.41441524964544,0.598228402168925,430.372217085931,538612,0,0,444,0,0
"95",2018-04-05,95,24164.0733318993,1953.32911916441,22210.7442127349,26117.4024510637,21911.0453320475,27848.1020559008,11.5,4,0.574512320177321,0.183917820271387,1.41441524964544,0.419256995320547,433.821846921872,538743,0,0,444,0,0
"96",2018-04-06,96,24164.2855753696,1930.9903582652,22233.2952171044,26095.2759336348,21911.0453320475,27848.1020559008,11.7428571428571,4,0.574512320177321,0.183917820271387,1.41441524964544,0.565070597584415,435.571992763435,538928,0,0,444,0,0
"97",2018-04-07,97,24154.0671755941,1907.40605741962,22246.6611181745,26061.4732330137,21911.0453320475,27848.1020559008,12.4142857142857,4,0.574512320177321,0.183917820271387,1.41441524964544,0.526618055268955,437.322138604998,539064,0,0,444,0,0
"98",2018-04-08,98,24134.3953667767,1883.07304631108,22251.3223204656,26017.4684130877,21911.0453320475,27848.1020559008,13.1428571428571,4,0.574512320177321,0.183917820271387,1.41441524964544,0.467820322139772,431.661208024215,539176,0,0,444,0,0
"99",2018-04-09,99,24106.2473831211,1858.49127382955,22247.7561092915,25964.7386569506,21911.0453320475,27848.1020559008,13.3571428571429,4,0.574512320177321,0.183917820271387,1.41441524964544,0.296633678825587,431.758620667926,539307,0,0,444,0,0
"100",2018-04-10,100,24070.6004588312,1834.15458562054,22236.4458732106,25904.7550444517,21911.0453320475,27848.1020559008,13.8571428571429,4,0.574512320177321,0.183917820271387,1.41441524964544,0.331125349803466,432.007230226588,539457,0,0,444,0,0
"101",2018-04-11,101,24028.4318281107,1810.54060685396,22217.8912212568,25838.9724349647,21911.0453320475,27848.1020559008,13.0428571428571,4,0.574512320177321,0.183917820271387,1.41441524964544,0.925310840765014,445.080256076546,539588,0,0,444,0,0
"102",2018-04-12,102,23980.7187251637,1788.09975343969,22192.618971724,25768.8184786034,21911.0453320475,27848.1020559008,13.8571428571429,4,0.574512320177321,0.183917820271387,1.41441524964544,0.557121929052911,425.526853978699,539660,0,0,444,0,0
"103",2018-04-13,103,23928.4383841938,1767.24355574779,22161.194828446,25695.6819399416,21911.0453320475,27848.1020559008,13.2,4,0.574512320177321,0.183917820271387,1.41441524964544,0.267847001946436,425.204922454815,539791,0,0,444,0,0
"104",2018-04-14,104,23872.5680394049,1748.33265703118,22124.2353823737,25620.9006964361,21911.0453320475,27848.1020559008,13.5625,4,0.574512320177321,0.183917820271387,1.41441524964544,0.389231249035725,425.183497334676,539878,0,0,444,0,0
"105",2018-04-15,105,23814.0849250008,1731.6650234401,22082.4199015607,25545.7499484409,21911.0453320475,27848.1020559008,13.1,4,0.574512320177321,0.183917820271387,1.41441524964544,0.257087440107239,426.468332442705,540051,0,0,444,0,0
"106",2018-04-16,106,23753.9662751854,1717.4650438481,22036.5012313373,25471.4313190335,21911.0453320475,27848.1020559008,12.9125,4,0.574512320177321,0.183917820271387,1.41441524964544,0.252222517395241,427.753167550734,540182,0,0,444,0,0
"107",2018-04-17,107,23693.1893241625,1705.87427173032,21987.3150524322,25399.0635958928,21911.0453320475,27848.1020559008,12.7125,4,0.574512320177321,0.183917820271387,1.41441524964544,0.802431169445042,429.038002658764,540257,0,0,444,0,0
"108",2018-04-18,108,23632.7313061359,1696.94453888278,21935.7867672531,25329.6758450187,21911.0453320475,27848.1020559008,13.4125,4,0.574512320177321,0.183917820271387,1.41441524964544,0.333230797639217,441.863271227106,540444,0,0,444,0,0
"109",2018-04-19,109,23573.5694553094,1690.63403784861,21882.9354174608,25264.203493158,21911.0453320475,27848.1020559008,14.075,4,0.574512320177321,0.183917820271387,1.41441524964544,0.0420422729349269,425.802869447634,540630,0,0,444,0,0
"110",2018-04-20,110,23516.6810058869,1686.80673577554,21829.8742701114,25203.4877416625,21911.0453320475,27848.1020559008,13.7875,4,0.574512320177321,0.183917820271387,1.41441524964544,0.335608360826634,431.680358921797,540763,0,0,444,0,0
"111",2018-04-21,111,23463.0431920722,1685.23518124705,21777.8080108252,25148.2783733193,21911.0453320475,27848.1020559008,13.4375,4,0.574512320177321,0.183917820271387,1.41441524964544,0.885436868058021,454.320122721196,540880,0,0,444,0,0
"112",2018-04-22,112,23413.6332480692,1685.60644972939,21728.0267983398,25099.2396977986,21911.0453320475,27848.1020559008,13.3125,4,0.574512320177321,0.183917820271387,1.41441524964544,0.437830862094912,429.664521229974,541011,0,0,444,0,0
"113",2018-04-23,113,23369.4284080816,1687.53069948751,21681.8977085941,25056.9591075691,21911.0453320475,27848.1020559008,13.1125,4,0.574512320177321,0.183917820271387,1.41441524964544,1.64140390968829,447.498287285636,541155,0,0,444,0,0
"114",2018-04-24,114,23331.4059063133,1690.55162399208,21640.8542823212,25021.9575303053,21911.0453320475,27848.1020559008,14.075,4,0.574512320177321,0.183917820271387,1.41441524964544,0.778944537773234,431.300332190301,541291,0,0,444,0,0
"115",2018-04-25,115,23300.5429769681,1694.15801246974,21606.3849644983,24994.7009894378,21911.0453320475,27848.1020559008,14.225,4,0.574512320177321,0.183917820271387,1.41441524964544,1.36284223253917,426.968802442392,541297,0,0,444,0,0
