"date","DayOfYear","Interp.Value","Uncertainty","LowerBound","UpperBound","gw_min","gw_max","AvgWaterTemp_C","Month","NEP_median","NEP_lower","NEP_upper","daily_NEP","discharge_modeled","Elmt_ID","flowing","atm_CO2_ppm","measured_discharge"
2018-01-14,14,9417.19088887651,6527.17817324839,2890.01271562813,15944.3690621249,1041.60000000028,26405.483349282,4.1107702020202,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.597661921296296,162,1,477.967092973847,NA
2018-01-15,15,9287.74999999963,6452.36956461269,2835.38043538693,15740.1195646123,1041.60000000028,26405.483349282,3.92777395833333,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.554811111111111,162,1,472.187500888716,NA
2018-01-16,16,9128.21532142236,6376.03108904712,2752.18423237524,15504.2464104695,1041.60000000028,26405.483349282,3.51254229934924,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.528625,162,1,459.606725436289,NA
2018-01-17,17,8941.08599210312,6298.48452974869,2642.60146235443,15239.5705218518,1041.60000000028,26405.483349282,3.79405213764338,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.676094907407407,162,1,473.656137464054,NA
2018-01-18,18,8729.8059635665,6220.20634370823,2509.59961985827,14950.0123072747,1041.60000000028,26405.483349282,3.40254354669465,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.973852893518519,162,1,474.266571610648,NA
2018-01-19,19,8497.81918733709,6141.69866480958,2356.12052252752,14639.5178521467,1041.60000000028,26405.483349282,3.72634490740741,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.766942939814815,162,1,467.975702780979,NA
2018-01-20,20,8248.56961493949,6063.46930828183,2185.10030665766,14312.0389232213,1041.60000000028,26405.483349282,3.76066866746699,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.638998842592593,162,1,464.72948809382,NA
2018-01-21,21,7985.50119789829,5986.01306103083,1999.48813686747,13971.5142589291,1041.60000000028,26405.483349282,3.68942362768496,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,1.32821643518519,162,1,443.87152492679,NA
2018-01-22,22,7712.05788773808,5909.79438825138,1802.2634994867,13621.8522759895,1041.60000000028,26405.483349282,3.76947106481481,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.77202974537037,162,1,440.425272069319,NA
2018-01-23,23,7431.68363598345,5835.23178282468,1596.45185315877,13266.9154188081,1041.60000000028,26405.483349282,3.78318544600939,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.622326273148148,162,1,440.132424450201,NA
2018-01-24,24,7147.82239415899,5762.68407229102,1385.13832186797,12910.50646645,1041.60000000028,26405.483349282,3.88358461538462,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,3.80568969907407,162,1,440.093828443214,NA
2018-01-25,25,6863.9181137893,5692.43907032917,1171.47904346013,12556.3571841185,1041.60000000028,26405.483349282,3.8330718424102,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.701904050925926,162,1,443.045257900804,NA
2018-01-26,26,6583.41474639897,5624.7050082072,1041.6,12208.1197546062,1041.60000000028,26405.483349282,3.73078703703704,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.695806134259259,162,1,444.423909296956,NA
2018-01-27,27,6309.75624351259,5559.605201207,1041.6,11869.3614447196,1041.60000000028,26405.483349282,3.69208196721311,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,1.3444255787037,162,1,447.05688866609,NA
2018-01-28,28,6046.38655665475,5497.17639354249,1041.6,11543.5629501972,1041.60000000028,26405.483349282,3.64888888888889,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,2.22142800925926,162,1,451.612686022131,NA
2018-01-29,29,5796.74963735005,5437.37118515045,1041.6,11234.1208225005,1041.60000000028,26405.483349282,3.32525115740741,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,1.16646828703704,162,1,439.175213687794,NA
2018-01-30,30,5564.28943712307,5380.06488204592,1041.6,10944.354319169,1041.60000000028,26405.483349282,3.14184827586207,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.872916435185185,162,1,443.247926135406,0.990312307692308
2018-01-31,31,5352.44990749842,5325.06704001587,1041.6,10677.5169475143,1041.60000000028,26405.483349282,3.61401140684411,1,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.694169907407407,162,1,442.420944694474,0.917770833333333
2018-02-01,32,5164.67500000067,5272.13790322017,1041.6,10436.8129032208,1041.60000000028,26405.483349282,3.71223618634886,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,1.03341689814815,162,1,440.036593990482,0.770817375
2018-02-02,33,5003.5679920632,5221.00145289228,1041.6,10224.5694449555,1041.60000000028,26405.483349282,3.71850720838794,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,1.00383333333333,162,1,440.959744611033,0.725040192307692
2018-02-03,34,4868.3694647545,5171.3699529793,1041.6,10039.7394177338,1041.60000000028,26405.483349282,3.85192962962963,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.672332638888889,162,1,462.785435642653,0.679263009615385
2018-02-04,35,4757.47932505182,5123.02174507077,1041.6,9880.50107012259,1041.60000000028,26405.483349282,3.58973347324239,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.696536342592593,162,1,443.539029442712,0.633485826923077
2018-02-05,36,4669.29747993242,5075.80758305346,1041.6,9745.10506298588,1041.60000000028,26405.483349282,3.58116145833333,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.622983449074074,162,1,452.862866470157,0.587708644230769
2018-02-06,37,4602.22383637357,5029.6407610231,1041.6,9631.86459739667,1041.60000000028,26405.483349282,3.54614561027837,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.577158101851852,162,1,433.728976452798,0.541931461538462
2018-02-07,38,4554.65830135252,4984.4874431346,1041.6,9539.14574448712,1041.60000000028,26405.483349282,3.65361940298507,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.535296064814815,162,1,445.311769547223,0.496154278846154
2018-02-08,39,4525.00078184653,4940.35729239434,1041.6,9465.35807424087,1041.60000000028,26405.483349282,3.53554468980021,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.498019444444444,162,1,442.63725847817,0.450377096153846
2018-02-09,40,4511.65118483286,4897.29447379499,1041.6,9408.94565862785,1041.60000000028,26405.483349282,3.29599268547544,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.465521180555556,162,1,454.708867938623,0.404599913461538
2018-02-10,41,4513.00941728878,4855.36909508879,1041.6,9368.37851237757,1041.60000000028,26405.483349282,3.22546041666667,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.436283564814815,162,1,457.010300559467,0.358822730769231
2018-02-11,42,4527.47538619154,4814.66914405075,1041.6,9342.14453024228,1041.60000000028,26405.483349282,2.93412997903564,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.409509953703704,162,1,444.608788958429,0.313045548076923
2018-02-12,43,4553.4489985184,4775.29298234055,1041.6,9328.74198085894,1041.60000000028,26405.483349282,2.44124166666667,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.384921064814815,162,1,441.100311189086,0.267268365384615
2018-02-13,44,4589.33016124662,4737.34246105969,1041.6,9326.67262230631,1041.60000000028,26405.483349282,2.55224574209246,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.362805208333333,162,1,444.781883896285,0.221491182692308
2018-02-14,45,4633.51878135346,4700.91672991378,1041.6,9334.43551126724,1041.60000000028,26405.483349282,2.95318789808917,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.351383796296296,162,1,455.712465492275,0.175714
2018-02-15,46,4684.41476581619,4666.10681876253,1041.6,9350.52158457872,1041.60000000028,26405.483349282,2.94765435606061,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.352512847222222,162,1,451.397546164235,0.161040729166667
2018-02-16,47,4740.41802161205,4632.99107572812,1041.6,9373.40909734017,1041.60000000028,26405.483349282,3.20002651515152,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.37100787037037,162,1,428.892022929795,0.165047708333333
2018-02-17,48,4799.92845571832,4601.6315486972,1041.6,9401.56000441553,1041.60000000028,26405.483349282,3.49907626310772,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.690541550925926,162,1,427.851611189042,0.256610416666667
2018-02-18,49,4861.34597511225,4572.07139615029,1041.6,9433.41737126255,1041.60000000028,26405.483349282,3.33485416666667,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.611768865740741,162,1,426.811199448288,0.642478958333333
2018-02-19,50,4923.07048677111,4544.33340840197,1041.6,9467.40389517308,1041.60000000028,26405.483349282,3.2243356097561,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.52045162037037,162,1,427.435120125881,0.550608958333333
2018-02-20,51,4983.50189767214,4518.41971165332,1041.6,9501.92160932546,1041.60000000028,26405.483349282,3.20572227488152,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.284274098715205,0.494593171296296,162,1,424.45462567276,0.455376979166667
2018-02-21,52,5041.04011479261,4494.31271533798,1041.6,9535.35283013059,1041.60000000028,26405.483349282,2.95088731060606,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.434792027750669,0.465306944444444,162,1,428.005412930203,0.390112395833333
2018-02-22,53,5094.08504510979,4471.97734907824,1041.6,9566.06239418803,1041.60000000028,26405.483349282,2.69738154138915,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.0989944071124457,0.437352083333333,162,1,427.023440611133,0.332618541666667
2018-02-23,54,5141.03659560092,4451.36462040062,1041.6,9592.40121600155,1041.60000000028,26405.483349282,2.16588625592417,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.328221056068619,0.411453125,162,1,427.34700181287,0.285508958333333
2018-02-24,55,5180.29467324328,4432.41650948003,1041.6,9612.71118272331,1041.60000000028,26405.483349282,2.22056261859583,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.387024305555556,162,1,433.560798875447,0.262082446808511
2018-02-25,56,5210.25918501412,4415.07220368077,1041.6,9625.33138869489,1041.60000000028,26405.483349282,2.37677872744539,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.364472525071907,0.365703587962963,162,1,431.198008715286,0.295323020833333
2018-02-26,57,5229.3300378907,4399.27566317453,1041.6,9628.60570106522,1041.60000000028,26405.483349282,2.59856060606061,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.162639034168419,0.347081944444444,162,1,428.835218555125,0.364707395833333
2018-02-27,58,5235.90713885028,4384.98449936161,1041.6,9620.89163821188,1041.60000000028,26405.483349282,2.68583136094675,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.0701177180427071,0.32839537037037,162,1,426.472428394964,0.305520520833333
2018-02-28,59,5228.39039487011,4372.18013917846,1041.6,9600.57053404857,1041.60000000028,26405.483349282,3.41316947115385,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.218748921109899,0.312552662037037,162,1,424.109638234803,0.290299655172414
2018-03-01,60,5205.17971292748,4360.87923848082,1041.6,9566.05895140829,1041.60000000028,26405.483349282,3.6553225,2,0.222202969799474,0.0990877580307722,0.470973608163701,0.721328320279877,0.306484953703704,162,1,426.833622060946,0.496201666666667
2018-03-02,61,5164.67499999961,4351.1462931029,1041.6,9515.82129310251,1041.60000000028,26405.483349282,2.845146875,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.492156774400116,0.290864699074074,162,1,434.560174944427,0.558818229166667
2018-03-03,62,5105.76089059901,4343.12870548714,1041.6,9448.88959608614,1041.60000000028,26405.483349282,2.71818809776833,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.465931875097219,0.287051273148148,162,1,426.695651467254,0.503816666666667
2018-03-04,63,5029.26092937897,4337.11657638939,1041.6,9366.37750576836,1041.60000000028,26405.483349282,2.6332314911366,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.61993525588992,0.291526157407407,162,1,429.565965904941,0.440728020833333
2018-03-05,64,4936.48338852804,4333.44768331591,1041.6,9269.93107184395,1041.60000000028,26405.483349282,2.68590276356192,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.303349884259259,162,1,428.597863505083,0.399949270833333
2018-03-06,65,4828.73654023475,4332.46914251764,1041.6,9161.20568275238,1041.60000000028,26405.483349282,2.82892878635908,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.551247742421568,0.313030439814815,162,1,430.671910391921,0.359674791666667
2018-03-07,66,4707.32865668762,4334.52407651353,1041.6,9041.85273320116,1041.60000000028,26405.483349282,2.98098653846154,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.376922231862508,0.330182175925926,162,1,426.638751070687,0.327318125
2018-03-08,67,4573.5680100752,4339.93885324753,1041.6,8913.50686332273,1041.60000000028,26405.483349282,3.16910321969697,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.883406119777137,0.508777777777778,162,1,428.942356854557,0.319826666666667
2018-03-09,68,4428.76287258601,4349.01110130008,1041.6,8777.77397388609,1041.60000000028,26405.483349282,3.03940702087287,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.673873710639455,0.608697685185185,162,1,428.580254814267,0.604133854166667
2018-03-10,69,4274.2215164086,4361.99874005752,1041.6,8636.22025646611,1041.60000000028,26405.483349282,2.84117853751187,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.655207638888889,162,1,431.558300394912,0.615857083333333
2018-03-11,70,4111.25221373147,4379.11027869386,1041.6,8490.36249242534,1041.60000000028,26405.483349282,2.93928225024248,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.429446215924855,0.845632523148148,162,1,445.070251784429,0.55047375
2018-03-12,71,3941.16323674319,4400.49662858505,1041.6,8341.65986532823,1041.60000000028,26405.483349282,3.12795885167464,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.585392868954317,0.768362615740741,162,1,440.737979498293,0.520300416666667
2018-03-13,72,3765.26285763226,4426.24463868067,1041.6,8191.50749631293,1041.60000000028,26405.483349282,3.23062689393939,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.228902461766524,0.570803356481482,162,1,451.255674550971,0.548072291666667
2018-03-14,73,3584.85934858724,4456.3725042787,1041.6,8041.23185286594,1041.60000000028,26405.483349282,3.18435546875,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.546763425925926,162,1,458.954866629963,0.591874719101124
2018-03-15,74,3401.26098179664,4490.82712198489,1041.6,7892.08810378153,1041.60000000028,26405.483349282,3.22657075023742,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.133062446667311,0.520341203703704,162,1,438.968434880415,0.562818958333333
2018-03-16,75,3215.776029449,4529.48337560696,1041.6,7745.25940505596,1041.60000000028,26405.483349282,3.05869679300292,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.505771296296296,162,1,442.280641139538,0.507318674698795
2018-03-17,76,3029.71276373286,4572.14524906969,1041.6,7601.85801280255,1041.60000000028,26405.483349282,3.14535199240987,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.489132523148148,162,1,442.950595451291,0.4405828125
2018-03-18,77,2844.37945683675,4618.54858278578,1041.6,7462.92803962253,1041.60000000028,26405.483349282,3.33089007782101,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.467555208333333,162,1,473.846183338691,0.399431666666667
2018-03-19,78,2661.08438094919,4668.36522728155,1041.6,7329.44960823075,1041.60000000028,26405.483349282,3.45516492890995,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.442041087962963,162,1,468.085024574987,0.361965
2018-03-20,79,2481.13580825873,4721.20830746527,1041.6,7202.34411572399,1041.60000000028,26405.483349282,3.48552037914692,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.268666363489493,0.41665787037037,162,1,439.393596058455,0.326473229166667
2018-03-21,80,2305.84201095389,4776.63829463816,1041.6,7082.48030559205,1041.60000000028,26405.483349282,3.66747019230769,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.391212847222222,162,1,443.252559353664,0.298870416666667
2018-03-22,81,2136.51126122321,4834.16958991812,1041.6,6970.68085114132,1041.60000000028,26405.483349282,3.81770196078431,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.0617230495690448,0.436719328703704,162,1,465.506685479911,0.322471041666667
2018-03-23,82,1974.45183125521,4893.27734843179,1041.6,6867.729179687,1041.60000000028,26405.483349282,3.52486875,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.34618685124322,0.496191087962963,162,1,449.212172156722,0.375468020833333
2018-03-24,83,1820.97199323844,4953.40431320423,1041.6,6774.37630644266,1041.60000000028,26405.483349282,3.56483130081301,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.191778826232348,0.489291550925926,162,1,438.895723647032,0.369037708333333
2018-03-25,84,1677.38001936141,5013.967475449,1041.6,6691.34749481041,1041.60000000028,26405.483349282,3.67834753787879,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.112219854709622,0.499729050925926,162,1,435.933049037865,0.345007291666667
2018-03-26,85,1544.98418181268,5074.36442866437,1041.6,6619.34861047705,1041.60000000028,26405.483349282,3.79287878787879,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.0604445365378722,0.559978125,162,1,444.785092948535,0.327108229166667
2018-03-27,86,1425.09275278077,5133.9793332976,1041.6,6559.07208607836,1041.60000000028,26405.483349282,3.95563026819923,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.192665091860842,0.582920601851852,162,1,445.940766126339,0.35207375
2018-03-28,87,1319.0140044542,5192.1884537574,1041.6,6511.2024582116,1041.60000000028,26405.483349282,4.13663428571429,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.478963888888889,162,1,476.970560247096,0.46724652173913
2018-03-29,88,1228.05620902152,5248.36526854585,1041.6,6476.42147756737,1041.60000000028,26405.483349282,4.13543587270974,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.456073263888889,162,1,446.108487234611,0.485062873563218
2018-03-30,89,1153.52763867126,5301.88518670253,1041.6,6455.41282537378,1041.60000000028,26405.483349282,4.23482196969697,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.42954212962963,162,1,447.955927738686,0.4564884375
2018-03-31,90,1096.73656559194,5352.12992996067,1041.6,6448.86649555261,1041.60000000028,26405.483349282,4.11323456790123,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.382887151294973,0.406370138888889,162,1,435.72835995974,0.431466145833333
2018-04-01,91,1058.9912619721,5398.49166098958,1041.6,6457.48292296168,1041.60000000028,26405.483349282,4.01010037878788,3,0.222202969799474,0.0990877580307722,0.470973608163701,0.409385983847908,0.389830324074074,162,1,435.6960195652,0.4024803125
2018-04-02,92,1041.60000000028,5440.37695521175,1041.6,6481.97695521203,1041.60000000028,26405.483349282,3.98715092502434,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.219456550283773,0.384627430555555,162,1,433.876992181099,0.385416458333333
2018-04-03,93,1045.52193439973,5477.3016913109,1041.6,6522.82362571063,1041.60000000028,26405.483349282,4.00694886363636,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.286062896341855,0.374428240740741,162,1,434.042508059839,0.3390575
2018-04-04,94,1070.31975003264,5509.17519128356,1041.6,6579.4949413162,1041.60000000028,26405.483349282,4.20963731060606,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.360190856481482,162,1,436.466591563396,0.299464375
2018-04-05,95,1115.20701429592,5536.03951303251,1041.6,6651.24652732843,1041.60000000028,26405.483349282,4.1214053030303,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.390427544255459,0.376693518518519,162,1,436.318624616555,0.274433854166667
2018-04-06,96,1179.39729458648,5557.97478656505,1041.6,6737.37208115153,1041.60000000028,26405.483349282,4.18605871212121,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.380391666666667,162,1,436.170657669714,0.399938854166667
2018-04-07,97,1262.10415830123,5575.09394351185,1041.6,6837.19810181308,1041.60000000028,26405.483349282,4.39260273972603,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.14824095955867,0.711666435185185,162,1,440.504657455811,0.64295125
2018-04-08,98,1362.54117283709,5587.5382027986,1041.6,6950.07937563569,1041.60000000028,26405.483349282,4.56360700757576,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.0451120479293459,2.33510729166667,162,1,441.818946301439,1.18773302083333
2018-04-09,99,1479.92190559097,5595.47318807165,1041.6,7075.39509366262,1041.60000000028,26405.483349282,4.46794492753623,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.613534027777778,162,1,433.368441687446,1.37910376470588
2018-04-10,100,1613.45992395977,5599.08557128642,1041.6,7212.54549524619,1041.60000000028,26405.483349282,4.51689961759082,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.287103663206596,0.628658796296296,162,1,442.532166574846,0.924083333333333
2018-04-11,101,1762.36879534041,5598.58015309341,1041.6,7360.94894843382,1041.60000000028,26405.483349282,4.33535729166667,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.30008314262789,0.637667939814815,162,1,433.727207659407,0.750347395833333
2018-04-12,102,1925.8620871298,5594.1773044923,1041.6,7520.03939162211,1041.60000000028,26405.483349282,4.26332291666667,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.217954478288213,0.882151967592593,162,1,426.504629822086,0.6960865625
2018-04-13,103,2103.15336672486,5586.11070594129,1041.6,7689.26407266616,1041.60000000028,26405.483349282,4.166890625,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.462037616784853,1.20464780092593,162,1,423.896697619598,0.749882395833333
2018-04-14,104,2293.4562015225,5574.62532999894,1041.6,7868.08153152144,1041.60000000028,26405.483349282,4.1502962962963,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.224261679519684,0.760714351851852,162,1,425.890799821384,0.841526666666667
2018-04-15,105,2495.98415891962,5559.97562192992,1041.6,8055.95978084954,1041.60000000028,26405.483349282,4.37188431372549,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.261880724115596,0.842884143518519,162,1,425.08807293992,0.817461145833333
2018-04-16,106,2709.95080631314,5542.42383979126,1041.6,8252.3746461044,1041.60000000028,26405.483349282,4.50024530271399,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.231223086216523,1.11411539351852,162,1,425.693905654585,0.801376979166667
2018-04-17,107,2934.56971109997,5522.23852157598,1041.6,8456.80823267595,1041.60000000028,26405.483349282,4.48201666666667,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.183441410653762,0.698737847222222,162,1,427.077735764424,0.90492625
2018-04-18,108,3169.05444067703,5499.69305223953,1041.6,8668.74749291656,1041.60000000028,26405.483349282,4.44186666666667,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.381103917604447,0.618228356481481,162,1,427.205019940487,0.879938854166667
2018-04-19,109,3412.61856244122,5475.06430805982,1041.6,8887.68287050105,1041.60000000028,26405.483349282,4.73456540084388,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.468128013412886,0.570444097222222,162,1,427.195250623981,0.746536875
2018-04-20,110,3664.47564378946,5448.63135994381,1041.6,9113.10700373327,1041.60000000028,26405.483349282,5.11036371527778,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.260867479133766,0.523910648148148,162,1,429.45969280869,0.6316075
2018-04-21,111,3923.83925211866,5420.67422113069,1041.6,9344.51347324935,1041.60000000028,26405.483349282,5.161140625,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.304807524506516,0.48650150462963,162,1,426.369804460857,0.548252708333333
2018-04-22,112,4189.92295482573,5391.47262836687,1041.6,9581.3955831926,1041.60000000028,26405.483349282,5.29928472222222,4,0.222202969799474,0.0990877580307722,0.470973608163701,0.318677388811013,0.45398900462963,162,1,428.983702057398,0.468494375
